,business_id,name,address,city,postal_code,latitude,longitude,stars,tips,cusines
13191,kYyP_0BC0KBJ-fKNSb4D3A,Marco's Cafe & Espresso Bar,7910 SW 35th Ave,Portland,97219,45.4673932,-122.7126842,3.5,Inconsistent quality of food.  Service is great and it's family friendly.,American (Traditional)
13325,uvuBXlppUX_bZ_Rdsy5meQ,Hunan Restaurant,515 SW Broadway,Portland,97205,45.5205607,-122.679197,3.5,,Chinese
13347,wVTbg_ZOjqYwMNTdfmAx4A,Masu East,310 SE 28th Avenue,Portland,97214,45.5205649,-122.6371765,4.5,,Japanese
13348,L1V1i2XxeQe4QsbToHP1NA,Outtakes Quick Cuisine,900 Sw 5th Ave,Portland,97204,45.5169939,-122.6779383,4.5,,American (Traditional)
13375,AETX-g0EU0_U0XCDXWgBNg,TE:bar,909 SW Park Ave,Portland,97205,45.5181505,-122.6818017,3.0,,Thai
13401,HVfjXwVb4hF-ckhpAouB4g,Royal Panda,7200 SW Hazel Fern Rd,Portland,97224,45.3940546,-122.750061,3.5,,Chinese
13409,TVpt0GrSqPG3d7k1ypZMXg,Aki Pan Asian Cuisine,1900 NW 27th Ave,Portland,97210,45.5360665,-122.7068206,3.0,,Chinese
13410,XjQSuPfbrv5UQXsz1oq3mQ,Duke's Bar & Grill,14601 SE Division St,Portland,97236,45.50454,-122.512292,3.5,,American (New)
13437,SnzQ92OOWTeTBtNWi0p9gQ,Tsunami Thai Cuisine,2731 N Killingsworth St,Portland,97217,45.5628814,-122.6953726,4.0,,Thai
13462,ZulGc5FecZJMa-K6raI9Ug,Three Square Grill,6320 SW Capitol Hwy,Portland,97239,45.4782124,-122.6942039,4.0,,American (New)
13584,A8cort3a1bVgXXw9pp9m1A,Greeley Avenue Bar & Grill,5421 N Greeley Ave,Portland,97217,45.5624765,-122.6959053,4.0,Great beer & bar food!,American (New)
13595,4pTumHXIGCftcLFFOUz_0Q,Kappaya Japanese Restaurant,3384 SE Division St,Portland,97202,45.5047852,-122.6298702,3.5,,Japanese
13618,-SGcksq-CkWB-GzpV4FZBw,Catalina's Mexican Restaurant,517 NE Killingsworth St,Portland,97211,45.563,-122.660057966,3.5,Not many lights on outside...can be easy to miss in the dark.,Mexican
13660,vM8HnYvSScK2aSDfVqH6cQ,Mekong Thai Cuisine,10880 SE McLoughlin Blvd,Portland,97222,45.444027,-122.6419801,3.0,,Chinese
13668,pje5W0FkFiEhyE2H_AcEFQ,Shawarma Express PDX,1825 N Williams Ave.,Portland,97227,45.5360828,-122.6669223,4.5,"Stop by and try it, their chicken is cooked with great seasoning. Loved it.",American (Traditional)
13695,PVd4P1ylzAeYwYf7mLONww,Juan Colorado,10075 Sw Barbur Blvd,Portland,97219,45.4528196,-122.7240038,3.0,,Mexican
13697,paLfnK14eROvd5gxYY2ziA,Mole,2671 NW Vaughn St,Portland,97210,45.5369556,-122.7061033,5.0,,Mexican
13731,eSFa2XHBeIwYi3Oq-dSbzw,Koya Sushi,12570 SW 1st St,Beaverton,97005,45.4862211,-122.8058186,5.0,,Japanese
13747,dCNw_TDoRIHkzeb30sNWgA,The Goose,2725 SE Ankeny St,Portland,97214,45.5222589,-122.6375716,4.5,"We miss you.  

Our favorite restaurant in the neighborhood.",Mexican
13770,VqV9crQXqFRqs9qmmP53mw,Thai Pod Restaurant,2015 NE Broadway St,Portland,97212,45.5351965,-122.6455164,3.5,,Thai
13801,13fxyzYjSadC0mZC_KW2ig,Xico,3715 SE Division St,Portland,97202,45.5049376,-122.6252431,3.5,It's not bad it's a beautiful restaurant though,Mexican
13808,TLXt6QaZ-xXr-LnrHVgdZQ,Eleni's Estiatorio,7712 SE 13th Ave,Portland,97202,45.4691029,-122.6527658,3.5,,Mediterranean
13826,9i-jlmd8VYg0kam86Fqe0A,Thai Delicious Restaurant,12540 SW Main St,Tigard,97223,45.4295425,-122.7727398,4.0,Delicious food. Great desserts and nice selection of options.,Thai
13839,kWv2j1SIT6dFqy-3pQFlKQ,Thai Cabin,"16165 SW Regatta Ln, Ste 300",Beaverton,97006,45.5177279,-122.8434907,3.5,,Thai
13843,1AhWHWtBLB4UherVKWae7Q,Pot & Spicy,"8230 SE Harrison St, Ste  345",Portland,97216,45.507702,-122.5781642,4.5,Their fried chicken wings are so yummy that I am going to cry!!!!!!!,Chinese
13866,n92sKmrj7UCI6Wqu5Z29nQ,Taco Bell,3420 SW Cedar Hills Blvd,Beaverton,97005,45.494844,-122.809568,2.5,,Mexican
13873,k48fpf2IJ0wVBvgnHULWFA,Alvaro's Tacos,SW Hall Blvd,Beaverton,97008,45.4758644091,-122.8052763225,4.0,"$2 a taco and hours may be off, Wednesday evening and already open before 6:30pm",Mexican
13928,jb4Im8IPjoyWa_b9ZHEv5Q,Hung Far Low,112 NW 4th Ave,Portland,97209,45.5242235,-122.6742796,3.0,"Name means ""Almond Blossom"" in Cantonese. Mandarin: Xing Hua Lou",Chinese
13939,eqmMuOulMH42S2nYfGQNIg,Frack Burger,8981 SW Barbur Blvd,Portland,97219,45.4604114261,-122.7074130231,3.0,,American (Traditional)
14005,MlMGxEciRpS3k_mqPbVZvQ,Bambuza Vietnam Kitchen,"9009 SW Hall Blvd, Ste 145",Tigard,97223,45.4537713828,-122.7778250563,3.5,Good Pho,Vietnamese
14032,lTt7BSfPtaIQJTaEuhT5YQ,Pho Green Papaya,4111 SE Hawthorne Blvd,Portland,97214,45.5121688,-122.6201081,3.5,,Thai
14050,zi1evFKHfBwWMkGqoJJNOQ,Pdx Grill,1923 SW 6th Ave,Portland,97201,45.5100548,-122.6837509,2.0,,American (Traditional)
14078,S26gxay5At1uey7JuYEtfQ,Trattoria Gallo Nero,903 NW Everett St,Portland,97209,45.5252434,-122.6804193,4.0,Great food and very good prices. The people were nice too. Very good experience.,Mediterranean
14095,v6abHDJORbFfJ6r_FRohdQ,Beaches Restaurant,"7000 NE Airport Way, Ste 2422",Portland,97218,45.5897069644,-122.5933617353,3.5,,American (New)
14195,4_oI6svEi8v553fq3YaITg,E-San Thai Cuisine,2880 SE Division St,Portland,97202,45.504588,-122.6361879067,2.5,,Thai
14231,8UZ9Q1xheLSsyU3vK1-dLg,Blue Olive,500 NW 21st Ave,Portland,97209,45.5264385045,-122.6943837851,4.0,,Mediterranean
14235,IgHS0-z-Gfat5l5fnBr8jQ,Mee Dee Thai Cuisine,2731 N Killingsworth St,Portland,97217,45.5628855,-122.6952794,4.0,The food and service,Thai
14266,ZDFrpj23_tQ_jV8NiAf-Cg,Estes,2930 NE Killingsworth St,Portland,97211,45.5625431,-122.6352113,5.0,,American (New)
14281,2IQTHPZsK8IVd2j64vd7sQ,Pho Hoa Hong,3645 SW Hall Blvd,Beaverton,97005,45.4935211,-122.8074957,3.5,,Vietnamese
14309,ABJkMgZgw6Jl2omgKeWm3g,Pintothai MLK,7339 NE Martin Luther King Jr Blvd,Portland,97211,45.5763193,-122.6617429,3.5,,Thai
14356,rkT1xtABcp1njv0pUm3GQQ,Honey's Cafe,936 SW Jefferson St,Portland,97201,45.515834,-122.684164,4.0,,Japanese
14375,iotBU9jCxGscNEO0GLkS_w,Berlu,605 SE Belmont St,Portland,97214,45.5166274,-122.6595873,5.0,"""Persimmon is an ancient Chinese delicacy often referred to as the ""fruit of the gods."" The golden fruit, which looks similar to a tomato, is in season from October through February. At Berlu, the chefs use it in their tasting menu to transition from savory into sweet. Pictured is the first dessert course: a frozen lime meringue flavored with fresh bay and persimmon.""",American (New)
14377,twBoEhz4esrY7nQL9c-tyg,Thai Sushi,9440 N St Louis,Portland,97203,45.5962395681,-122.7505826402,4.0,,Thai
14466,k4zizVWK7HzN-HT-3-402Q,Alderman's Portland Tavern,71 Sw 2nd Ave,Portland,97204,45.5222442,-122.6724426,3.5,,American (Traditional)
14523,2rXSFRAqMCqQe2tzoVye9w,Hot Rice,4705 N Lagoon Ave,Portland,97217,45.556843,-122.7016571,4.0,Best Teriyaki in town!,Japanese
14555,bAj9RV-fpeGydUj7g36VPw,Uno Mas,2329 NE Glisan St,Portland,97232,45.5265785209,-122.6416775004,4.0,Get the Barbacoa tacos!!  They are amazing.,Mexican
14604,ymeHja3va8mMzOl6Wqs0FA,Zwin Sushi & Curry,902 N Killingsworth St,Portland,97217,45.5625284,-122.6759559,4.0,,Japanese
14647,o61Oj3XWTRmjMeoKKQaVbA,Las Loncheritas,4298 SE Belmont St,Portland,97215,45.516564,-122.6177993,3.5,,Mexican
14664,1HoKUVDFCpkCYMl-e6-E2w,TILT,"1355 NW Everett St, Ste 120",Portland,97209,45.5252738642,-122.68443,3.5,This place is gooooooood. Chicken sandwich.,American (Traditional)
14726,nz2j5kOzm0wXIYkupTqQzw,Love Via Crepes,1019 NW 23rd Ave,Portland,97210,45.5301492,-122.6987405,4.5,,Japanese
14800,NeRrmKfgM7g9wUC2cnNdIw,Oyatsupan Bakers,16025 SW Regatta Ln,Beaverton,97006,45.517211,-122.842116,4.5,Too expensive!,Japanese
14834,WVhiItj6OUMrDz8GYM92KQ,Pho Eden,13227 SW Canyon Rd,Beaverton,97005,45.4889566302,-122.8130463092,4.5,,Vietnamese
14875,1HFZDsOTzbG0900LCdoIcQ,Chameleon Restaurant & Bar,2000 NE 40th Ave,Portland,97212,45.5371324,-122.6216762,4.5,,American (New)
14893,TcPwF_TVfHd53ShyGUmHxA,McMenamins Hillsdale Brewery & Public House,1505 SW Sunset Blvd.,Portland,97239,45.4792558,-122.6937084,3.5,,American (Traditional)
14895,rLU1DUkXms9pzKGNOoYsDg,Purple Onion Grill,"8230 SE Harrison St, Ste 315",Portland,97216,45.5076968,-122.5782471,3.5,,American (Traditional)
14978,dipIIgLitsyYDzgrbOp_6w,Boxer Ramen,2605 E Burnside St,Portland,97214,45.5229313369,-122.6391682805,3.5,i got so sick after eating here!!!!,Japanese
15044,x4McROA7kn1ULCGegQtUSg,Mox Boarding House - Portland,1938 W Burnside St,Portland,97209,45.5228943,-122.6909013,4.5,,American (New)
15081,Mya3oBtAZzrc8zU_cc87UQ,Biscuits Cafe,"16230 SW Pacific Hwy, Ste 160",Tigard,97224,45.4029775,-122.7970991,3.0,,American (Traditional)
15130,xaOToxedsSQjxeqWN3Ipwg,Springwater Grill,6716 SE Milwaukie Ave,Portland,97202,45.4741428,-122.6485034,3.5,,American (Traditional)
15131,F0bzwEt7ifyXS2wHv8QD2w,Los Tamales Locos,7337 SE Foster Rd,Portland,97206,45.4862614,-122.5873755,4.5,"Super yummy food, I order from here whenever I want tacos no exception. They have the BEST chicken tacos they are sooo yummy every time. You don't even need salsa because their shredded chicken is soaked in yummy seasoning. The service is great  1000% recommend I tell all my friends about this place",Mexican
15159,9s-i3mcy6r-HWw3FK1a2BQ,Panda Express,7000 N Airport Way,Portland,97218,45.5892013,-122.5934769,3.0,,Chinese
15162,s6dRRiBcqni1sZVnXICFaA,Southern Belles,8218 N Lombard,Portland,97203,45.5889052,-122.7513998,4.0,,Thai
15185,UeU7V3x94wSLzPo5awOXoA,Tim's Thai Food,Portland Saturday Market Food Ct,Portland,97255,45.52454,-122.67178,3.5,,Thai
15189,_K7kkOMwNvuRZw-lfQTb2A,Lupe's Escape,19405 SW Tualatin Valley Hwy,Beaverton,97006,45.4950185,-122.8767824,3.0,So sad it's gone. The nicest people ever. Decent solid food.  cheap prices.,Mexican
15228,SZazvtfeMA1m_SYnGvPtIA,Khao Soy Thai Restaurant,2340 NW Westover Rd,Portland,97210,45.5245356,-122.6992038,4.0,This place is good! Big portion at a reasonable price!!,Thai
15246,xE2qhiQp40jbBGoGWSZegw,San Thai Food,215 SE Morrison St,Portland,97214,45.5175561,-122.6633591,4.0,,Thai
15261,cAgDWbcEufj8BIwt0IoO4A,Anna Bannanas St. Johns,8716 N Lombard St,Portland,97203,45.590662,-122.7558031,4.0,,American (Traditional)
15263,tqa_x6TZFgq8HJcDMxsS1Q,Nomad PDX,575 NE 24th Ave,Portland,97232,45.5270503,-122.6415306,4.5,Be sure to use the bathroom while you're here - trust me.,American (Traditional)
15266,LkRLrdw8vYTqJWKY0YMASg,Carl's Jr,1762 NE 181st Ave,Portland,97230,45.5353827,-122.476809,2.0,,Mexican
15294,fSIk5An3l4ZpTKRJGBnHbQ,Salar's Mediterranean Grill,760 NW Dale Ave,Portland,97229,45.5251808167,-122.8121643066,3.0,,Mediterranean
15300,IqZVg_EaaqKlBogQ22GQ_g,Perry's On Fremont,2401 NE Fremont St,Portland,97212,45.5485091,-122.6406883,4.0,,American (New)
15313,G4MFdRfEt7IZHgQprxiNMg,Taste of Bangkok,1618 NE 6th Ave,Portland,97232,45.5346487258,-122.659229,4.0,Authentic and full of flavor.,Thai
15372,qLIfJ8FYPqSfKZZKlx5O5Q,El Palenque,8324 SE 17th  Ave,Portland,97202,45.4626581,-122.6470246,3.5,,Mexican
15388,bg72s85X0WqjuGWO_TBLqg,Hakatamon,10500 SW Beaverton-Hillsdale Hwy,Beaverton,97005,45.4856502,-122.7848457,3.5,,Japanese
15391,WFPTw_ZfdO06DQwJMfIOGQ,Ramy's Lamb Shack,5221 NE Sandy Blvd,Portland,97213,45.5403830576,-122.6096105576,3.0,,Mediterranean
15402,aC9KgIQorKds_ape8cgVig,Doc's Cheese Grill,"4708 NW Bethany Blvd, Ste E-7",Portland,97229,45.5542454494,-122.8358170018,4.0,,American (Traditional)
15414,pLpMLnKPyv5bDXmP_43nKg,Benihana,9205 SW Cascade Ave,Beaverton,97008,45.4533771615,-122.7855251563,3.5,NEver disappoints!,Japanese
15430,XPWCQZJPRu08MtjceGyOaA,Danwei Canting,803 SE Stark St,Portland,97214,45.5194446,-122.6572934,4.0,Vegan and gluten-free options are clearly marked on the menu.,Chinese
15503,y3G50qTqKtUeBvwDuhv-7A,Aybla Grill,1660 SE 3rd Ave,Portland,97215,45.5110794,-122.6625165,4.0,,Mediterranean
15522,Ju5gf5DUVhZ0nU953gtpug,Mazatlan Mexican Restaurant,13510 NW Cornell Rd,Portland,97229,45.5266849,-122.8158447,3.0,,Mexican
15539,sp2Tn2zANChksCVw8OWWWg,House Burrito,1344 SW 3rd Ave,Portland,97201,45.5137447,-122.6777324,2.5,,Mexican
15569,1mejOVl_arP-R-iyPC40ww,Chai Thai,14035 SE Stark St,Portland,97233,45.5192612,-122.5189003,4.5,Great food and friendly staff,Thai
15572,6MrMXmbsuZLGJwfLxHk0rQ,Harvey's Comedy Club,436 NW 6th Ave,Portland,97209,45.526416,-122.676293,3.0,,American (New)
15630,ZckHeG5NG6B0GXkm71THvA,Muchas Gracias,2145 NW Town Center Dr,Beaverton,97124,45.535074,-122.867064,3.0,Took 12 minutes for a burrito.,Mexican
15718,dmBbW6K0hFscBrgb_lpGrg,High Noon,822 SW 2nd Ave,Portland,97204,45.5171457,-122.6749896,4.0,,American (New)
15764,4XyXfIPnyXPVE2VY3cQ__w,Raven & Rose,1331 SW Broadway,Portland,97201,45.5148935,-122.682372,4.0,,American (New)
15801,-79l25_zCDRHP9pk8q5xMg,Macau Szechwan Seafood Restaurant,"707 NE 82nd Ave, Ste D",Portland,97220,45.52774,-122.579414,4.0,,Chinese
15803,I-j0Vr9vJAddRJz_Em3pJg,Pho Kim,2204 SE 82nd Ave,Portland,97216,45.5070160964,-122.5784020498,4.0,"Maybe you guys should consider not being on Postmates. I've tried to support you numerous times during this insane Coronavirus time and each time it says you've cancelled the order because you're too busy. I've tried ordering like 10 times from you guys, from delivery services. Each time, cancelled. Just take yourself off the vendor list. :)",Vietnamese
15807,C8oJsTKfIh-Gk8yr--BhHQ,Madena of the Pearl,432 NW 11th Ave,Portland,97209,45.5263505,-122.6819505,3.0,,Mediterranean
15814,RXpfpAPrQvndfnnJDOE52A,KCs Deli,3438 NE 82nd Ave,Portland,97220,45.5477074,-122.5782833,4.5,,American (Traditional)
15839,Rh_DSB3az711xLt3QyDcYw,Al's Thai Food,330 North Marine Dr,Portland,97217,45.6017904,-122.6699828588,4.5,"Great food, friendly staff! Highly recommend!",Thai
15863,BaDKurrCpty9nECxey_vLw,Zen Teriyaki,11923 SW Canyon Rd,Beaverton,97005,45.4895575533,-122.7995679528,4.0,,Japanese
15879,d-CRpmrfYs96XMZ19tnWJw,Frutilandia,510 SW Yamhill St,Portland,97204,45.5182142,-122.6783088,4.0,,American (New)
15901,CPlbpYBShdxbrfwAazYETA,Thai Bloom,3800 SW Cedar Hills Blvd,Beaverton,97005,45.4918809,-122.8094451,4.0,This is the best Thai restaurant on the west side.,Thai
15988,OiCCTRe0zsKT7l3rvob7Mw,Bamboo Sushi,404 SW 12th Ave,Portland,97205,45.5223015,-122.6828186,4.0,"Disappointing, overrated, and just not good. Not worth it, don't recommend.",Japanese
16187,yf2wk35w_4qkGRyl42FKRg,Baba's Mediterranean Grill,4708 NW Bethany Blvd,Portland,97229,45.554189,-122.8359767,3.5,,Mediterranean
16201,4KUtjSBJYqFeeKG8iPbqYw,Sullivan's Gulch Bar & Grill,2512 NE Broadway St,Portland,97232,45.5349916,-122.6397597,3.5,,American (Traditional)
16203,1xhWJBptefkbo4OZOiq-eQ,La Merced,7316 N Lombard,Portland,97203,45.587571,-122.7423886,3.5,,Mexican
16320,O0Yz9aaY0NU85Y1OBsAiyw,Nancy's Eat & Browse,6920 SE 52nd Ave,Portland,97206,45.4728867,-122.6095119,2.0,,American (Traditional)
16340,OTCru9pnSZQSSNwDRW-trg,The Agency Ultra Sport Lounge,1939 SW Morrison St.,Portland,97205,45.5223285,-122.6908179,2.0,,American (Traditional)
16378,tXEC_kp_owg-9iN-iQvlNw,Yang‘s Noodle,1625 NE Alberta St,Portland,97211,45.5593645,-122.6483421,4.5,These handmade noodles are incredible. Speedy delivery too!,Chinese
16432,AF_BcUWoPuIjSSUraqpJgA,White Elephant Asian Fusion,4233 N Mississippi Ave,Portland,97217,45.5543507,-122.6757371,4.5,Terrific food! Great customer service! Will definitely be back!,Chinese
16468,e2EcMc1-IFhkhI3CluuZAQ,Waba Korean Grill,12055 SW 1st St,Beaverton,97005,45.4859767,-122.8005525,4.0,,Japanese
16491,SdTxDZ4HjGjJz29odgbcaw,Pho TNT,120 SW Ankeny,Portland,97204,45.5222149,-122.6716192,4.0,,Vietnamese
16568,LchQ3GdQ37GGk3QVqOYlOg,Sushi Chiyo,"2905 SW Cedar Hills Blvd, Ste 125",Beaverton,97005,45.4987566745,-122.8083870572,3.5,.,Japanese
16622,1E8d12t8oFkx4M3PSxVC3g,Siam Society,2703 NE Alberta St,Portland,97211,45.5591839,-122.6377,3.0,,Thai
16629,RJkQmSUwIePznW0OVwayZg,Don Flores,12425 SW Main St,Tigard,97223,45.4304504,-122.7718474,5.0,"Came here last week and the food was great. Came back today, and the truck is gone.",Mexican
16653,zoH3uQn5-HP9Y4-zzlgkfQ,Malee's Thai Kitchen,15902 Boones Ferry Rd,Lake Oswego,97035,45.410219,-122.7189859,4.0,Hands down...amazing flavors. Great first time experience today.,Thai
16658,7RVSHemCENX21z_MQYKE6A,La Palapa,1864 SE Hawthorne Blvd,Portland,97214,45.5120166,-122.646327,3.0,,Mexican
16663,1zgFpb6ODyHIa7A0OIZPeA,Turkey Place,1234 SW 2nd Ave,Portland,97204,45.5140532087,-122.6765239611,4.5,"Very good. Great service, fresh and quick!",American (Traditional)
16713,zlg8Z8COVU1Ju9QNqdZA3w,Butterfly Belly Asian Cuisine,323 NW Park Ave,Portland,97209,45.5255595,-122.6794236,4.0,,Japanese
16744,UOwcwNqRDkxxbDTU450zoQ,Long Do Thai Food Cart,6550 N Interstate Ave,Portland,97217,45.5706784,-122.681777,5.0,"Fall 2020 - they are EXTREMELY BUSY, all day, everyday. Strongly suggest calling ahead, then going to pick up order... wait time is typically 20-25 minutes, and up to 45 mins during peak times (lunch/dinner)",Thai
16840,LC1uDXUYnJrkAlYWLl8b9w,Cafe Gertrude,3023 NE Alberta St,Portland,97211,45.5591855,-122.634285,4.5,,American (Traditional)
16975,2GYLcXyT87eOXnIzvih6OQ,Tonari,2838 SE Belmont St,Portland,97214,45.5162723,-122.6363288,4.5,,Japanese
16991,oOj4AH1Ou0-OSMLYkmR7gA,42nd Ave Fish & Chips,5302 NE 42nd Ave,Portland,97218,45.5613746,-122.6201689,3.5,Yummmmm! Our favorite fish and chips place! Support this business!!,American (New)
17043,EEYN68zCpzOtV_GLr-KlCg,Doug Fir Lounge,830 E Burnside St,Portland,97214,45.522641,-122.656824,3.5,We enjoyed the outdoor fire pit before it started to rain. They allow dogs outside. Be aware though of second hand smoke.,American (Traditional)
17095,EEmBpCBIXmttt5yzWOen-Q,Bridgeport Ale House,3632 SE Hawthorne Blvd,Portland,97214,45.5119002,-122.6260902,3.5,,American (New)
17136,PYcZIxRF1FE3fxoB8P5q7Q,Thai Orchid,16165 SW Regatta Ln,Beaverton,97006,45.5176935,-122.8434538,3.0,,Thai
17194,ziQ9b-nxL0zU5QOqrLmR_w,New Thai Blues,2531 NE Alberta St,Portland,97211,45.5591597,-122.6391391,3.5,,Thai
17196,NWFL1R2KIw_U6WqDS-JlAQ,Kenny & Zuke's Delicatessen,1038 SW Stark St,Portland,97205,45.5220669,-122.6818751,3.5,"If you are a fan of white fish salad, absolutely grab at least 1/4 LB of it.",American (Traditional)
17238,jCakuCNbdZNgp9NFgyJnOg,Lotus Cardroom and Cafe,923 SW 3rd Ave,Portland,97204,45.5166058,-122.6764489,3.5,,American (Traditional)
17246,8e0VrPhoXXRP-EMb-bMVCg,Maplewood Coffee & Tea,5206 SW Custer St,Portland,97219,45.4698887,-122.730817,4.5,Delicious,American (New)
17289,-ulLBAnj20R-0jtXgxM6GQ,Bui Natural Tofu,520 NE 76th Ave,Portland,97213,45.526885300000004,-122.5843351,4.5,5 stars for their soy milk. 2 stars for the lack of order in their store.,Vietnamese
17295,Uu-w6ZzS_HfrxWPyapLWxg,Pho Ton,6852 NE Sandy Blvd,Portland,97213,45.5468685,-122.5922838,4.0,,Vietnamese
17307,unqZwDw2TTsZwpcPLCFH_g,Lokanta PDX,2601 SE Clinton St,Portland,97202,45.5036550015,-122.6394977421,4.5,"Delicious, fresh, authentic Turkish food",Mediterranean
17350,y4AO6joHhOBAKP3g-FK4cA,Bangkok Restaurant,5325 E Burnside St,Portland,97215,45.5228654,-122.6084283,3.5,,Thai
17386,1G262ZKELvxS-_wUsPDKZQ,Baoser,4809 SE Hawthorne Blvd,Portland,97215,45.5121909,-122.6128455,3.0,,Chinese
17392,vHmYsJeK2nyg2FSotNTiIg,Porterhouse Restaurant & Lounge,14611 SE Mcloughlin Blvd,Portland,97267,45.4167465,-122.6322642,2.5,,American (New)
17457,xw6E98ssOcU3fmMBhmCdJA,Pho Pasteur,7330 NE Fremont St,Portland,97213,45.5479576,-122.5872203,3.5,,Vietnamese
17477,Vy-022_vpcd6KSXDyJvCIg,East Garden Restaurant,12424 SE Division St,Portland,97236,45.503711,-122.535117,3.0,,Chinese
17494,kqZa61d6WUJ717Enm5t9ow,Si Senor,8220 SW Hall Blvd,Beaverton,97008,45.4608142,-122.7931769,4.0,Good food quality. Not enough rice. Shrimp ceviche the best,Mexican
17537,4EXcN3GfOVbc24w1gPxBwA,Mr. Chen's Chinese Kitchen,17940 NE Glisan,Portland,97230,45.5187238631,-122.4655127685,3.5,Welcoming staff. Opened and operating during covid.,Chinese
17562,LERde-DYs-_H8foNM8W_ZA,Thai Orchid Restaurant,2231 W Burnside St,Portland,97210,45.523471,-122.697035,3.5,,Thai
17599,0qS800OOkRSoyBPw_t4YIA,Shilo Restaurant Portland Airport,11707 NE Airport Way,Portland,97220,45.5679374,-122.5419131,4.0,,American (New)
17613,qg14R-Jl8ljKoS1jfbZZcA,Lazy susan,7937 SE Stark St,Portland,97215,45.5193105,-122.5816546,4.5,"Awesome  service and food. 
Enjoy my dinner and I had a great time .",American (Traditional)
17619,J63VW0RuEnmTRpjDjBjWbg,Thanh-Long Bakery & Restaurant,635 SW College St,Portland,97201,45.510108,-122.684256,3.0,,Vietnamese
17693,Ds3oLZu_BueW_tyEt2OonA,Chang's Mongolian Grill,1600 NE 122nd Ave,Portland,97230,45.5342972,-122.5363112,3.0,Let's be honest your not really open till 9.,Chinese
17718,TmOWTx8_4rzh_DJr4gztDw,Tom's First Avenue Bento,1236 SW 1st Ave,Portland,97255,45.5138248,-122.6755422,4.0,,American (New)
17730,aSK_AHSC2oF3gSzThnBrWw,Vegas Chinese Restaurant,12424 SE Division St,Portland,97236,45.5036866,-122.5351383,2.5,,Chinese
17791,f3g8Futgr-wKFOmenoN9tw,Ping,102 NW 4th Ave,Portland,97209,45.5241384,-122.674116,3.5,,Vietnamese
17876,tyd2wMg_kfz-RvjhOISBiA,Romo's Latin Quarter,7915 SE Stark Street,Portland,97215,45.5192427,-122.5820294,4.0,,Mexican
17880,crSSgDqSdNT5gujpTtIf2Q,Thai Thai,4604 SE Hawthorne Blvd,Portland,97215,45.511863,-122.6149438,2.5,,Thai
17904,LxA8MGqmG21SwXw7P2Mhaw,Nam Vang Noodle House,5253 SE 82th Ave,Portland,97266,45.484311,-122.5801466,4.5,,Vietnamese
17909,KPFa0V2d4ElrlOoHzhxpPA,Chopollos,SW 4th And Hall St,Portland,97201,45.509867,-122.6812479,4.5,Got my self a burger from there and it was dryer than my dms:/,Mexican
17922,WFphibA4uwXSuWkkXGh4yw,Sapori Fine Flavors,"6455 SW Lakeview Blvd, Ste C",Lake Oswego,97035,45.392256,-122.743706,3.5,,American (New)
17925,Vn9e5Q7TwP3PtkEx-FHExw,Five Guys,2606 Cedar Hills Blvd,Beaverton,97005,45.5008474163,-122.8055808352,3.5,"GO SOMEWHERE ELSE! 
Try Killer Burger they are right across the street. Bacon is included as are fries. The burger alone is way better than Five Guys, but the service is heads and tails above Five Guys",American (New)
17966,RSq9drLxUyqzzoVHd8FUJA,Taco Del Mar,438 SE M L King Blvd,Portland,97214,45.5196293,-122.6614339,2.5,,Mexican
17978,f2HsPvy2rLMGOxswXSaN0g,Blue Sage Cafe,7 Monroe Pkwy,Lake Oswego,97034,45.432677,-122.703609,2.5,,American (Traditional)
17999,j9WQcGnJ5g_QI1hdoZhHiA,Belmont's Inn,3357 SE Belmont St,Portland,97214,45.516582,-122.629714,3.5,,American (Traditional)
18023,lbVWxfZod7g2-77A61ebcg,Dingo's Taco Bar,4612 SE Hawthorne Blvd,Portland,97215,45.5119222,-122.6148731,3.0,,Mexican
18067,JqREIgE021cc3RPpIwBOag,Saima Thai & Sushi,4118 NE Sandy Blvd,Portland,97212,45.535415,-122.621054,4.0,Order canceled half hour after ordered. No explanation.,Thai
18118,WXxtWVY8GkVgk3ALBcruXg,Cha Cha Cha Taqueria,1208 NW Glisan St,Portland,97209,45.5263414,-122.68352,3.5,Quick and very tasty Mexican food!,Mexican
18121,A329GP9h25Dr1pcyqJ9e5w,Thai Derm Restaurant,3800 SW Cedar Hills Blvd,Beaverton,97005,45.4916822,-122.810088,3.5,,Thai
18151,NjSUQGXH2IpRS_iJmPUIyQ,Le Hana,3500 SW River Pkwy,Portland,97239,45.497654,-122.6696253,3.0,,Japanese
18173,MOYu1-55-nWnnOudETQq3g,Tony's Cucina,SW 9th And Alder,Portland,97205,45.5204116,-122.6808017,4.5,,American (New)
18229,SU89RDasriEghDchbNoZsw,Jake's Grill,611 SW 10th Ave,Portland,97205,45.5206041,-122.6823483,3.5,So delicious! And great customer service!,American (New)
18240,7biBUPa594ZjJg0WlD5gDQ,PDX Mac & Cheese Bar,1898 SW 10th Ave,Portland,97201,45.5120002,-122.6864311,4.0,Super delicious and a lot of food for your money!,American (New)
18246,Rs064MuP6vA2EPRyLHeCSA,Che' Cafe,7316 N Lombard St,Portland,97203,45.587732,-122.742584,4.5,,American (New)
